Id,account_length,international_plan,number_vmail_messages,total_day_calls,total_day_charge,total_eve_calls,total_eve_charge,total_night_calls,total_night_charge,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
506,-1.4930138393,0,0,-1.716124485,-0.3896527237,-1.2706995574,-1.4789828445,-1.1985554785,1.2193644139,0.2299166428,0.3069385333,1,0
507,0.9005005997,0,0.5961538462,-0.6066503635,-0.689833298,-1.7751255656,0.7112159787,1.0062189727,0.5420052274,0.2299166428,0.4142578225,2,0
508,-0.2080745089,0,0,1.1079914606,-0.4878936389,-0.6149457466,2.5546139256,0.855893442,1.7339814583,-0.9913119838,-1.6918832293,3,1
509,1.0768648215,0,0.4615384615,-1.5648325593,0.1168337725,0.7974470764,0.4226031689,1.9081721573,0.6827551882,0.2299166428,0.4813323783,1,0
510,0.4469926007,0,0.5,0.7045463255,-0.1757058417,1.2514304838,-0.0219536592,-0.0961682529,-0.6059866408,0.2299166428,-0.2430728242,5,1
511,2.3366092631,0,0.3269230769,0.0993786229,-1.0445921584,-0.9680439524,0.0455444979,1.457195565,0.0933647272,-0.584235775,0.7362156903,1,0
512,-0.6867773967,0,0,-0.3040665122,0.3340553517,0.0408080641,1.5561067043,-0.6473618657,-1.0722208861,1.4511452694,1.6484296491,3,0
513,-0.9639211738,0,0,0.048947981,-0.138592607,-0.1609623392,0.0827848605,-0.4970363349,0.8015129677,1.4511452694,-0.4174666693,2,0
514,-1.7701576165,0,0.5769230769,-1.3126793499,0.6888142122,-0.7158309483,0.2596765826,0.2044828086,0.5288099185,-0.584235775,-1.329680628,0,0
515,-1.0143109515,1,0.5576923077,0.6541156836,1.5882643692,-0.3122901417,0.2992444679,-0.897904417,-1.8287519257,3.0794501048,1.3533016036,0,1
516,1.2028392657,0,0.2692307692,1.8644510889,-1.6089316381,-1.4220273598,-0.1360022696,-0.7976873965,-1.0986115038,0.2299166428,2.6277181636,1,0
517,-0.1072949536,0,0,-0.0014826609,-1.5237895115,-0.6149457466,2.1077295748,1.0062189727,-0.3552757731,-1.3983881927,-0.9674780267,2,0
518,-1.2158700622,0,0,-1.6152632012,0.6386021889,1.9071842946,-0.831931545,0.7055679112,-1.5252598226,-0.1771595661,-0.31014738,2,0
519,-0.3340489531,0,0,-0.404927796,-0.2248262993,-0.0096345368,0.47613619,-0.0460597426,-0.6103850771,-0.584235775,0.9508542688,1,0
520,-1.4930138393,0,0,-0.1527745865,0.4191974782,0.1921358665,-0.927359974,-0.3968193144,-1.7187910188,-0.584235775,-0.4577114027,3,0
521,0.2958232677,0,0,0.4019624742,1.5053053742,0.0912506649,-0.9133948381,-0.4970363349,-1.3757129892,-0.9913119838,0.4813323783,1,0
522,-0.3088540642,0,0,-0.7075116473,-1.985521813,-0.9176013516,-0.7760710011,-1.1985554785,0.77512235,-0.584235775,-0.7528394482,4,1
523,0.547772156,0,0.5192307692,-0.808372931,1.3623102643,0.4443488707,0.5645820511,1.1565445035,-0.1969320671,0.2299166428,-0.390636847,7,0
524,-0.9891160627,0,0,0.4019624742,-2.5105649266,-1.3211421582,-0.9762379499,-0.2966022939,-0.9402677978,0.6369928516,-0.1625833573,2,0
525,-0.3340489531,0,0,0.2506705486,0.9464237232,0.3939062698,-0.5735765297,1.8079551368,-2.6248688917,0.6369928516,0.9910990023,1,0
526,1.9082961529,0,0,1.2592833863,-2.4658107318,-0.514060545,-0.6503847775,0.3548083394,-0.7379397291,1.4511452694,0.0922999547,2,0
527,-1.7701576165,0,0,-0.6066503635,0.8743803854,-0.0096345368,-0.359444445,1.7077381163,-0.1705414494,-0.584235775,0.8167051573,0,0
528,-0.1324898424,0,0.4230769231,1.3097140282,-2.5869745273,-0.514060545,-1.3300213942,-0.4469278247,1.2633487767,1.0440690605,0.5886516676,0,0
529,-1.3670393951,0,0,1.6627285214,-1.0293102383,2.1593972987,-0.8575342942,-1.3989895195,-0.020994616,-0.1771595661,-0.6052754255,2,0
530,-0.0065153983,1,0,0.502823758,-2.0739386367,0.7470044756,2.6989203305,-0.0460597426,0.0933647272,1.8582214782,0.6691411345,0,0
531,-1.3418445063,0,0.7115384615,-1.1613874242,-0.3110599915,0.0912506649,0.0478720206,-0.6473618657,0.6255755166,-0.1771595661,-0.8869885598,2,0
532,-0.5859978414,0,0,0.6036850418,-0.320884083,-0.5645031458,0.3644151023,-1.699640581,0.6519661343,-0.584235775,-1.2894358945,2,0
533,-0.0569051759,0,0.7307692308,-1.9682776944,0.6200455715,0.1921358665,1.0370691511,-1.3488810093,0.1461459625,0.2299166428,0.1593745105,2,0
534,0.6233568225,0,0.6923076923,0.8558382512,0.3897252037,-1.1193717549,-3.1338514559,0.2044828086,-1.4768770236,-0.584235775,-1.7589577851,1,0
535,-0.8379467297,0,0,-0.1527745865,2.4145796228,1.1505452822,-2.6543817879,-0.0460597426,0.9114738746,2.2652976871,-0.390636847,4,0
536,2.3618041519,0,0,0.048947981,-2.4472541145,1.9071842946,1.5910195443,-0.6473618657,0.3572709037,-1.3983881927,2.8691865644,1,0
537,0.698941489,0,0.7692307692,-0.6066503635,-0.1691564473,0.4443488707,-1.0879590376,-0.3467108042,-0.0693774151,0.6369928516,1.3533016036,1,0
538,2.2610245966,0,0.4230769231,-0.3544971541,-0.2553901396,-0.4131753433,-0.3478068317,0.1042657881,-1.5736426216,-0.584235775,-0.6321052478,0,0
539,1.6311523758,0,0,1.3097140282,0.673532292,0.1921358665,-0.1941903361,1.1565445035,0.4804271195,1.4511452694,0.7764604238,0,0
540,-1.0395058403,0,0,0.6541156836,-1.3447727327,1.2514304838,0.3155371265,-0.3968193144,0.3396771586,-0.584235775,-0.135753535,2,0
541,-1.3418445063,0,0.5384615385,-0.3040665122,-0.7236718354,0.3939062698,-0.6457297322,-0.7976873965,-1.7187910188,-0.9913119838,-0.8869885598,1,0
542,1.2532290433,0,0.5576923077,-1.1613874242,0.5490937994,-2.4308793763,-0.8435691583,0.6554594009,-1.1557911754,-1.3983881927,-1.329680628,0,0
543,1.303618821,1,0.3846153846,1.0071301768,1.06212969,-0.3122901417,1.0440517191,-0.9981214375,1.2809425218,-0.584235775,1.4203761594,9,1
544,-1.8709371718,0,0,0.4523931161,1.006459838,1.4532008871,0.3132096038,-0.2966022939,-0.1749398857,0.6369928516,-2.4431182541,3,0
545,-0.5356080637,0,0.5961538462,-0.5057890797,-1.4320979907,1.7558564921,0.839229725,-0.3968193144,-2.453329877,1.4511452694,0.6959709568,3,0
546,-0.1324898424,0,0.5192307692,0.3011011904,-0.9419849803,-0.514060545,0.955605858,0.7556764215,1.3381221934,-0.584235775,0.5886516676,1,0
547,-0.787556952,1,0,-0.5057890797,1.846965446,-0.4636179442,0.9509508127,0.9060019522,-0.5839944594,2.2652976871,-0.6723499813,2,1
548,-0.1324898424,1,0.7884615385,-0.4553584378,-0.8066308305,-1.9768959689,0.00364909,-1.6495320708,-1.3185333176,1.8582214782,0.0118104878,5,1
549,-1.7449627276,0,0.5961538462,-2.3212921876,-1.4877678426,-0.1609623392,0.9044003595,1.5574125855,1.0830128894,-0.584235775,-1.58456394,0,0
550,0.5225772672,0,0.5961538462,-1.8674164106,1.0544887299,0.8478896772,0.0990775191,-0.7475788862,-0.0737758514,0.2299166428,-0.055264068,4,0
551,0.2706283789,0,0,-2.1195696201,-0.138592607,0.3939062698,-0.3478068317,0.2044828086,-0.8215100184,-0.584235775,-0.8601587375,4,1
552,1.4295932651,0,0,0.5532543999,0.8208936649,-0.0600771376,0.0013215674,0.9060019522,-1.6572129109,-0.9913119838,0.454502556,2,0
553,-1.4174291728,0,0,0.6036850418,2.0008762131,-0.4131753433,1.1348251029,-0.4970363349,-0.1573461406,-0.1771595661,-0.0284342457,3,1
554,-0.9891160627,1,0,0.1498092648,-1.8949218579,2.4620529036,-0.0941068617,0.0040487676,-1.8287519257,0.6369928516,-0.055264068,2,0
555,-0.8883365073,0,0,-1.0100954986,-0.5861345541,-0.3122901417,1.1557728068,0.3548083394,-1.006244342,0.6369928516,0.8837797131,2,0
556,-0.6615825079,0,0.4807692308,-0.808372931,0.2652867111,0.1416932657,-1.5976865002,-1.2486639887,-0.4916272976,-0.9913119838,1.0313437358,2,0
557,0.5729670449,0,0,-1.1613874242,-0.3852864608,-0.4131753433,2.0402314177,1.0062189727,0.5244114823,-0.1771595661,0.6288964011,0,0
558,-1.0647007292,0,0.3846153846,0.502823758,0.2641951453,-0.5645031458,0.25734906,-0.3968193144,0.7179426784,-0.9913119838,-0.2699026465,1,0
559,-0.6615825079,0,0,-0.2032052284,-0.1145781611,-0.3122901417,0.9975012659,1.1565445035,1.1313956884,0.2299166428,-0.7125947147,2,1
560,0.6233568225,0,0,-0.1527745865,-0.8994139171,-0.0096345368,-1.2648507598,0.9561104625,2.1342391595,0.6369928516,-0.9272332933,2,0
561,-0.5104131749,0,0,0.1498092648,-0.3656382778,0.4443488707,0.7205260694,-0.5972533554,0.8850832569,-1.3983881927,0.1593745105,1,0
562,-1.1906751733,0,0.3461538462,0.3515318323,-0.6210646573,-0.8167161499,2.1635901186,1.5073040753,-0.4300491898,1.0440690605,-1.1150420495,0,0
563,-0.0317102871,0,0.5384615385,-0.6066503635,0.3788095464,0.7974470764,1.2581838039,0.1042657881,-0.5488069692,0.2299166428,-0.4174666693,1,0
564,-0.0317102871,0,0,0.3011011904,-0.6439875375,0.2930210682,-2.023623147,-0.8477959067,0.6035833352,0.2299166428,0.2264490663,1,0
565,-0.8631416185,0,0.5576923077,0.2002399067,0.91149362,-0.8167161499,1.1231874896,0.9561104625,0.6167786441,-1.3983881927,-0.819914004,2,0
566,-0.0821000647,0,0,-1.2118180661,0.5698335482,-0.0096345368,-0.229103176,0.1042657881,-1.5296582589,-0.1771595661,-2.0138410971,3,0
567,-0.636387619,0,0.7115384615,-0.1527745865,-1.0904379189,0.4947914715,1.4001626861,-0.1462767631,0.9554582374,0.2299166428,0.374013089,2,0
568,-0.3844387307,1,0,-1.3631099918,0.6626166348,0.8478896772,-0.2453958346,-0.0961682529,-1.054627141,1.0440690605,-2.4162884318,2,0
569,0.1950437124,0,0,-0.6066503635,2.0914761683,0.0408080641,-0.7923636597,-0.6473618657,-1.1162052489,0.6369928516,-0.0955088015,2,0
570,0.8249159332,1,0.6153846154,1.8644510889,0.7575828528,-0.0600771376,1.2721489398,0.4049168497,-0.6235803859,-0.1771595661,1.8630682276,2,1
571,-1.241064951,0,0,0.4019624742,0.0229591202,-0.6653883475,-0.0731591578,0.9561104625,-0.2629086112,-0.9913119838,0.0118104878,1,0
572,2.1602450412,0,0.5,0.3515318323,-1.9669651957,0.7974470764,-0.461855442,-0.4970363349,1.8967236005,-0.584235775,1.5411103598,2,0
573,-1.4174291728,1,0,-0.404927796,-2.1896446035,-0.9176013516,1.4723158886,0.4049168497,-1.2217677195,-0.584235775,0.199619244,1,0
574,-0.9135313962,0,0.5961538462,-0.6066503635,0.8962116999,0.4443488707,0.9462957674,1.2066530138,-0.6587678761,-1.3983881927,-0.4577114027,3,0
575,-1.4174291728,0,0,1.0575608187,0.8874791741,-1.0689291541,1.5002461605,-1.1484469682,1.5712393161,0.2299166428,-0.135753535,2,1
576,0.3462130454,0,0.6923076923,-0.5057890797,2.4047555312,-0.5645031458,-0.0056610006,0.2545913189,-0.3332835917,-0.9913119838,1.4203761594,1,0
577,-0.2080745089,0,0,-1.3126793499,0.4006408609,0.9487748789,0.5180315979,-0.9981214375,0.3396771586,0.6369928516,1.2459823143,3,0
578,0.2454334901,0,0,0.6036850418,-0.5653948053,-0.3627327425,-0.4083224208,0.9561104625,-1.1953771019,-0.1771595661,0.5215771118,2,0
579,-0.2584642866,0,0.5769230769,-1.2118180661,0.0655301835,-0.2618475409,0.5738921418,1.2066530138,-1.1162052489,-0.584235775,-0.9272332933,1,0
580,-0.7119722855,0,0.4038461538,0.4019624742,0.119016904,-0.7158309483,2.6593524453,0.9561104625,-0.2629086112,-0.1771595661,2.2655155623,1,0
581,0.3210181566,0,0,2.5704800753,0.5403612736,0.646119274,2.9014148019,0.8057849317,0.902677002,-0.9913119838,-1.0345525825,1,1
582,1.7823217088,0,0.4807692308,-1.1613874242,0.7957876532,0.8983322781,-0.345479309,-0.4970363349,-0.9798537243,-0.584235775,-0.0284342457,3,0
583,0.0942641571,0,0,0.4523931161,-0.2990527686,-0.514060545,-0.8947746568,0.855893442,-0.6235803859,1.4511452694,0.1593745105,1,0
584,1.6311523758,0,0,-1.262248708,-0.5522960167,-0.3627327425,-0.1499674055,-0.3467108042,2.2002157036,-0.9913119838,0.0118104878,1,0
585,0.0942641571,0,0,1.4105753119,0.9999104437,-0.4131753433,1.8284268556,-1.0482299477,-0.3244867191,0.6369928516,-0.1625833573,0,1
586,0.2454334901,0,0,0.0993786229,-2.3195409248,1.200987883,-0.7109003666,0.4049168497,0.0053960016,0.2299166428,-0.0284342457,1,0
587,-0.2584642866,1,0,-0.1527745865,0.7706816415,1.7054138913,0.0618371565,2.7099083214,0.3044896684,-0.1771595661,-0.6723499813,1,0
588,0.3462130454,0,0,-0.7579422892,-0.1986287219,-0.7158309483,-2.8033432381,1.2066530138,-0.4168538809,1.4511452694,-1.0345525825,1,0
589,0.0186794906,0,0,0.9062688931,-1.6809749759,-1.0689291541,1.1767205107,-0.3467108042,-0.6015882045,2.672373896,1.1789077585,5,1
590,0.4217977119,0,0.2692307692,-0.9596648567,-1.8578086233,0.1416932657,0.3644151023,0.1042657881,-1.5384551314,-0.9913119838,-0.6052754255,1,0
591,0.2202386012,0,0,0.2506705486,0.7161033553,-0.6653883475,1.9634231699,0.5051338702,-0.8259084546,-0.1771595661,0.374013089,2,0
592,-0.4600233972,0,0,-0.2032052284,-1.0129367524,1.8567416937,0.1386454043,0.1543742984,-0.3420804642,-0.9913119838,0.9508542688,1,0
593,-0.2080745089,0,0,-0.7579422892,-0.0741902293,1.2514304838,-2.1213790987,0.3548083394,0.1329506536,-1.3983881927,-0.2430728242,2,0
594,-0.4600233972,0,0.5576923077,0.5532543999,0.4988817761,1.8567416937,1.0580168551,-0.3968193144,-0.6147835134,0.2299166428,-0.2699026465,2,0
595,-0.2584642866,0,0,1.9148817308,0.471592633,-0.8671587508,-0.7667609105,0.2044828086,1.3733096836,0.6369928516,0.8167051573,2,0
596,-0.3340489531,0,0.5384615385,-0.2536358703,-0.5359225308,-0.1609623392,-0.955290246,0.4550253599,0.981848855,-1.8054644016,-3.7175348141,1,0
597,0.5981619337,0,0,-1.5144019174,-0.4223996954,-1.0689291541,-1.3835544154,-0.0961682529,-0.1397523955,-0.1771595661,-0.2430728242,3,0
598,-1.543403617,0,0,-1.6152632012,-0.3689129749,0.1416932657,-1.9398323312,0.3046998292,0.6915520608,0.2299166428,-0.4174666693,2,0
599,-0.4096336196,0,0,-1.0100954986,-0.3951105523,1.4027582863,-0.6480572548,0.0541572779,-0.6499710036,0.2299166428,0.7362156903,1,0
600,-0.636387619,0,0.8846153846,-1.9178470525,0.6276865316,0.5452340723,0.0059766127,1.3068700343,0.9202707471,0.6369928516,-0.390636847,0,0
601,0.0438743794,0,0,-0.5562197216,-1.4419220822,-1.1698143557,0.8974177915,2.0083891778,-0.592791332,-0.1771595661,-0.4174666693,2,0
602,-0.9639211738,1,0,-0.7075116473,-0.3820117636,-1.2202569565,-0.0615215445,0.2545913189,-1.5604473128,0.6369928516,1.3130568701,0,1
603,1.0768648215,0,0,0.4523931161,0.4181059125,0.1921358665,-0.6899526627,-1.4490980298,-1.1162052489,-0.1771595661,-2.0540858305,1,0
604,-1.1906751733,0,0,-0.2536358703,-2.2780614272,1.5540860888,1.2837865531,1.4070870548,0.8674895118,0.6369928516,0.4813323783,3,0
605,-1.7701576165,0,0,2.2174655821,-0.1931708933,0.8983322781,0.4854462807,-0.3467108042,-0.6059866408,1.0440690605,0.4142578225,1,0
606,0.2958232677,0,0,-1.1613874242,2.8806781871,0.4443488707,0.2340738334,1.6075210958,1.2809425218,1.4511452694,0.8837797131,2,1
607,0.7241363779,0,0,0.956699535,-0.7564188072,0.2425784674,1.7539461305,-0.1462767631,-1.4065020431,1.4511452694,1.0313437358,0,0
608,-0.938726285,0,0.5576923077,0.3515318323,-0.7051152181,-2.229108973,-1.6209617268,-0.4469278247,0.7839192226,1.4511452694,-1.329680628,1,0
609,-1.8205473941,0,0,-0.3040665122,0.1397566527,-0.7158309483,0.94862329,1.2066530138,0.1681381439,0.2299166428,0.119129777,0,0
610,0.2706283789,0,0,-2.2708615457,-0.6330718803,-0.8671587508,1.2046507827,0.8057849317,-0.7379397291,-0.584235775,-0.565030692,3,0
611,-0.2332693977,0,0,1.0071301768,0.9562478147,0.2930210682,-0.9902030859,1.457195565,1.3601143748,1.0440690605,0.4813323783,3,0
612,-0.2584642866,0,0,-0.8588035729,0.2489132252,-1.0689291541,-0.9180498834,-2.0002916426,1.9539032721,-0.584235775,0.8837797131,1,0
613,1.2784239322,0,0,0.4019624742,-0.4431394442,0.8983322781,0.6483728669,2.0584976881,-0.0913695965,0.6369928516,-0.9272332933,4,0
614,0.1194590459,1,0.5576923077,-0.9092342148,0.7499418928,0.4947914715,0.3364848304,0.0040487676,-0.1969320671,0.6369928516,1.0581735581,1,1
615,-1.4930138393,0,0.7115384615,0.502823758,1.1047007533,0.7470044756,0.4202756462,0.0040487676,-0.2233226848,-1.3983881927,-1.074797316,2,0
616,-1.3166496175,0,0.8269230769,0.5532543999,-0.1538745272,-1.8255681664,-0.0079885233,-0.1963852734,0.647567698,0.2299166428,-0.819914004,1,0
617,1.6563472646,1,0.6730769231,1.9148817308,-0.967090992,0.646119274,1.4606782753,1.5073040753,1.9495048358,1.0440690605,-0.5247859585,2,0
618,-0.5356080637,0,0,0.956699535,-0.9299777574,1.0496600805,1.7865314477,2.0083891778,-0.1089633416,0.6369928516,1.3533016036,3,0
619,1.3288137098,0,0,0.3515318323,0.2805686312,-0.2114049401,-0.9110673154,-0.1462767631,-1.1381974303,0.6369928516,0.4813323783,1,0
620,0.2454334901,1,0,-1.0605261405,2.0969339969,-0.514060545,-0.2407407893,-0.4469278247,1.316130012,-0.1771595661,1.5411103598,0,1
621,1.5807625981,0,0,-0.5562197216,0.2041590305,-0.6653883475,-0.1336747469,1.056327483,1.346919066,-0.1771595661,0.9240244465,1,0
622,0.6485517114,0,0,-0.6066503635,-1.074064433,0.5452340723,-1.1251994001,0.3046998292,-0.8566975086,-0.584235775,0.454502556,1,0
623,0.1194590459,0,0.6346153846,-1.6152632012,0.5436359708,2.0080694962,-1.0623562883,1.5574125855,-1.5736426216,-0.584235775,0.119129777,2,0
624,1.8075165976,0,0,2.0157430146,0.6571588062,-0.8167161499,-1.0739939016,-0.8477959067,1.2721456493,-1.3983881927,-1.1418718718,3,0
625,0.6485517114,0,0,0.502823758,-0.3503563576,1.2514304838,0.3946728969,-1.098338458,0.9642551099,-0.9913119838,-1.8662770743,0,0
626,-0.0821000647,0,0,-0.4553584378,-0.6701851149,1.8567416937,0.5157040753,-1.3989895195,-1.1030099401,-0.1771595661,1.2862270478,3,0
627,-0.1324898424,1,0.7115384615,0.4523931161,0.7401178012,-0.0600771376,-0.3035839011,-0.897904417,0.0933647272,-0.9913119838,-2.2284796756,0,1
628,-0.3340489531,0,0,0.2506705486,1.4081560247,0.0912506649,-0.7900361371,-0.9981214375,0.9686535462,-0.9913119838,-1.0345525825,4,0
629,-0.0821000647,0,0,0.956699535,-1.2541727776,0.4443488707,0.3364848304,-1.1985554785,-0.9578615429,0.2299166428,-1.3565104503,1,0
630,-0.6111927302,0,0,1.2592833863,2.2126399637,-0.4131753433,0.5157040753,1.7077381163,0.2033256341,-0.1771595661,1.2459823143,0,1
631,1.001280155,0,0,0.3515318323,0.269652974,-0.0600771376,-0.5875416657,-0.3467108042,0.489223992,-0.1771595661,1.3130568701,0,0
632,1.7319319311,0,0,0.6036850418,-1.4746690539,-1.5733551623,0.5808747097,-0.2464937836,-0.1353539592,-0.9913119838,-0.2699026465,0,0
633,-0.8127518409,0,0.4230769231,-0.1527745865,-1.8141459943,-0.3122901417,1.7655837438,0.7055679112,-0.4036585721,-0.1771595661,-1.9735963636,3,0
634,0.547772156,0,0.6538461538,0.2002399067,-0.6287056174,0.1416932657,-2.1958598238,-0.4469278247,0.3880599577,-0.1771595661,1.9301427834,2,0
635,-1.6189882835,0,0,1.4610059538,-0.0447179547,-0.6653883475,0.4738086674,0.1042657881,2.094653233,0.6369928516,0.199619244,2,0
636,0.4973823784,0,0.5192307692,-0.808372931,-0.4966261647,-1.371584759,-0.1313472243,-0.2966022939,1.109403507,1.0440690605,-0.0284342457,5,0
637,0.5225772672,0,0,0.2506705486,-0.5490213195,1.6549712904,-0.0661765898,0.8057849317,-0.6191819496,4.3006787314,-0.390636847,1,0
638,-0.9135313962,0,0.3653846154,0.3011011904,-0.0032384572,-0.4131753433,-1.4463975272,0.9060019522,0.7311379872,-0.584235775,-0.9943078491,0,0
639,-2.1984707266,0,0.5961538462,-0.3040665122,1.577348712,-0.2618475409,-1.0483911524,0.855893442,1.1665831786,-1.3983881927,0.9508542688,1,0
640,0.1446539347,0,0,-0.8588035729,-0.9594500319,0.6965618748,-1.3183837809,0.6554594009,0.2033256341,-0.9913119838,0.4142578225,0,0
641,-0.3088540642,0,0,-0.404927796,-0.3481732262,0.3939062698,-0.5363361671,-0.2464937836,0.1153569085,-0.1771595661,-0.8601587375,2,0
642,-0.6615825079,0,0,1.0071301768,-0.2783130198,0.2930210682,-0.0429013632,0.1042657881,0.1593412713,-0.584235775,-0.1625833573,1,0
643,-0.4348285084,0,0,-0.404927796,0.2729276711,-0.8671587508,0.1945059482,-0.3968193144,-0.3904632633,3.4865263137,0.2666937998,0,0
644,-1.2914547287,0,0,-1.0605261405,0.622228703,-0.3627327425,1.2744764625,1.4070870548,0.7795207863,1.0440690605,1.9301427834,0,0
645,0.2706283789,0,0.4615384615,0.7045463255,0.4683179358,-0.0600771376,0.3690701477,-0.2464937836,0.3088881047,-0.1771595661,1.3533016036,1,0
646,-1.2662598398,0,0.4230769231,0.6036850418,1.3470283441,-0.0600771376,-0.4502178287,2.3090402394,-0.8303068909,-0.1771595661,-0.6321052478,3,0
647,1.3288137098,0,0.5384615385,-1.3126793499,1.0261080211,-3.1875183887,0.5389793019,0.1543742984,-0.5971897683,1.8582214782,1.8630682276,0,0
648,-0.3088540642,0,0,-0.4553584378,0.2172578192,1.3523156855,-1.4440700046,1.256761524,-0.8874865625,0.2299166428,-0.9943078491,1,0
649,0.7745261555,0,0.75,1.1079914606,-2.0630229795,1.8062990929,-1.9654350805,-0.2966022939,-1.8903300336,-0.1771595661,-0.4174666693,0,0
650,-0.5356080637,0,0,-0.1527745865,1.5107632028,-2.6326497796,0.1968334708,-0.8477959067,1.1138019433,-0.584235775,-1.5443192065,3,1
651,1.001280155,0,0,-0.9596648567,1.0250164554,1.503643488,1.1185324442,0.5552423804,-1.9255175238,-0.1771595661,0.454502556,2,0
652,0.1194590459,0,0,-0.0014826609,0.6145877429,-2.4308793763,0.0851123831,-0.3467108042,-0.4080570084,0.6369928516,-0.2699026465,1,0
653,-1.1654802845,0,0.75,2.1670349402,0.4934239475,-1.4220273598,-1.4417424819,1.0062189727,-0.0253930523,-1.3983881927,-0.390636847,3,0
654,-0.3340489531,0,0.4230769231,-1.7665551269,1.5500595689,0.7470044756,-1.9235396726,0.4550253599,0.1505443987,-0.584235775,-0.6321052478,3,0
655,-0.1072949536,0,0.5961538462,1.3097140282,0.0578892234,0.2930210682,-0.1010894297,-0.3467108042,-0.4036585721,0.2299166428,0.0922999547,1,0
656,-0.5356080637,0,0,-0.7579422892,-0.4213081297,-0.4131753433,-0.1290197016,-0.6974703759,0.6167786441,2.2652976871,-0.31014738,5,1
657,-1.1402853957,0,0,2.3687575077,-0.087289018,0.8983322781,-0.7690884331,-2.2508341938,1.7647705122,-0.1771595661,-0.3503921135,0,0
658,0.7493312667,0,0,0.048947981,1.1549127766,0.6965618748,-1.9351772859,-0.5471448452,-1.1469943028,-0.9913119838,-0.3503921135,2,0
659,-1.6693780611,0,0,0.0993786229,-0.5435634909,0.0408080641,-1.3695892795,-0.6974703759,-0.2717054838,1.0440690605,-0.135753535,0,0
660,0.9760852662,0,0,0.1498092648,-0.7826163845,-0.0096345368,-0.715555412,-1.8499661118,-1.2965411362,-0.9913119838,-0.7125947147,1,0
661,0.2202386012,0,0,-1.5648325593,1.5664330548,0.9992174797,2.0658341669,-0.6974703759,-0.0605805425,1.8582214782,-0.2699026465,1,1
662,-0.8883365073,0,0.5961538462,-1.5144019174,1.8928112064,-0.5645031458,-0.9622728139,-0.3467108042,0.4980208646,-0.1771595661,0.6288964011,1,0
663,-0.938726285,0,0,-1.0100954986,0.5731082454,-0.3627327425,0.7321636827,-2.1005086631,1.1621847424,-0.9913119838,0.7362156903,0,0
664,1.303618821,0,0,1.3097140282,0.3122240372,-1.2202569565,-1.3951920287,0.0040487676,-2.422540823,-0.1771595661,-1.0345525825,3,0
665,1.1776443768,0,0,-0.2536358703,0.4639516729,1.4027582863,-0.6713324814,-0.7976873965,0.7971145314,-0.1771595661,-0.8869885598,1,0
666,0.2958232677,0,0.4230769231,0.502823758,0.0284169488,1.1505452822,0.5436343472,2.0584976881,1.2325597228,-0.1771595661,-0.390636847,2,0
667,0.4973823784,0,0,1.0071301768,1.3306548582,0.2930210682,-0.9971856538,-0.1963852734,-0.9622599792,-1.3983881927,-0.2430728242,2,0
668,-1.8457422829,0,0,0.0993786229,0.2510963566,0.1921358665,-1.6163066814,1.2066530138,-1.2745489548,-0.584235775,-0.390636847,0,0
669,1.7823217088,0,0,1.7635898051,0.9442405917,-1.3211421582,-0.236085744,1.2066530138,0.1285522174,-1.3983881927,0.7362156903,1,0
670,0.0186794906,0,0.6346153846,0.4019624742,0.3678938892,1.1001026814,-0.2314306986,-0.4970363349,0.0933647272,-0.1771595661,1.9033129611,0,0
671,-1.7197678388,0,0.5,0.4523931161,1.6035462894,0.343463669,0.6274251629,-0.0961682529,0.2473099968,-0.1771595661,2.1850260954,1,0
672,-2.4504196149,0,0.6923076923,0.8558382512,-1.1537487309,1.2514304838,0.4132930782,-0.5471448452,-1.9079237787,0.6369928516,0.5886516676,2,0
673,1.2784239322,0,0,0.3011011904,-0.0927468466,-0.6653883475,-1.1135617868,-0.5972533554,-0.7951194007,0.2299166428,0.5618218453,0,0
674,-1.0143109515,0,0,-0.0519133028,-1.0238524097,-1.9264533681,0.9532783354,-1.0482299477,0.2165209429,-0.584235775,0.3337683556,3,0
675,0.4721874895,0,0,-0.5057890797,-0.0643661378,-0.9680439524,0.47613619,-1.1484469682,0.0845678546,4.3006787314,-0.9943078491,1,0
676,-1.4426240616,0,0,0.048947981,1.1429055536,1.0496600805,-1.4091571647,0.2044828086,1.2765440855,-0.584235775,-1.58456394,1,0
677,-1.4678189505,0,0,1.7131591632,1.1298067649,0.6965618748,-1.6651846573,-0.4469278247,-0.9534631067,-0.1771595661,0.119129777,0,0
678,-0.4096336196,0,0,-0.0519133028,0.6833563836,-1.6237977631,0.6995783654,1.0062189727,-1.626423857,-0.1771595661,-0.31014738,1,0
679,-0.8883365073,0,0,0.502823758,0.2805686312,0.4443488707,-0.3850471942,0.2545913189,-0.434447626,-0.1771595661,-0.4979561362,0,0
680,-0.636387619,1,0,-1.1109567824,0.7815972988,0.5452340723,2.5010809044,0.2044828086,0.1505443987,1.8582214782,-0.565030692,1,1
681,0.3966028231,0,0,-0.5057890797,0.1714120587,0.8983322781,-0.21513804,-0.8477959067,0.106560036,-0.9913119838,1.0313437358,1,0
682,0.1698488236,0,0,-0.0014826609,-1.0609656443,-0.9176013516,-0.8365865903,-0.897904417,1.1006066345,0.2299166428,-0.3503921135,0,0
